timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1653502246660,99,PostLogin-1,302,Found,LoginThreadGroup 1-1,text,true,,637,310,1,5,http://localhost/login_cookie_test.php?return=index.php,99,0,0
1653502246759,252,PostLogin-2,302,Found,LoginThreadGroup 1-1,text,true,,644,281,1,5,http://localhost/index.php,252,0,0
1653502247011,201,PostLogin-3,200,OK,LoginThreadGroup 1-1,text,true,,52278,288,1,5,http://localhost/my_view_page.php,201,0,0
1653502247179,102,GetManagePage,200,OK,CreateProjectThreadGroup 5-1,text,true,,11875,299,1,5,http://localhost/manage_overview_page.php%20,102,0,0
1653502247119,220,BugReportPageGet,200,OK,CreateIssueThreadGroup 2-1,text,true,,19705,291,1,5,http://localhost/bug_report_page.php,220,0,0
1653502247282,93,GetManageProjectPage,200,OK,CreateProjectThreadGroup 5-1,text,true,,15909,292,1,5,http://localhost/manage_proj_page.php,73,0,0
1653502247212,174,GetHost,200,OK,CreateUserThreadGroup 4-1,text,true,,5707,288,1,5,http://localhost/login_page.php,93,0,0
1653502247212,93,GetHost-0,302,Found,CreateUserThreadGroup 4-1,text,true,,710,114,1,5,http://localhost/,93,0,0
1653502247305,81,GetHost-1,200,OK,CreateUserThreadGroup 4-1,text,true,,4997,174,1,5,http://localhost/login_page.php,81,0,0
1653502247213,180,GetHost,200,OK,LoginThreadGroup 1-1,text,true,,5707,288,1,5,http://localhost/login_page.php,94,0,0
1653502247213,94,GetHost-0,302,Found,LoginThreadGroup 1-1,text,true,,710,114,1,5,http://localhost/,94,0,0
1653502247307,86,GetHost-1,200,OK,LoginThreadGroup 1-1,text,true,,4997,174,1,5,http://localhost/login_page.php,86,0,0
1653502247375,97,PostManageProjectCreatePage,200,OK,CreateProjectThreadGroup 5-1,text,true,,12816,454,1,5,http://localhost/manage_proj_create_page.php,96,0,0
1653502247393,89,SendLogin,200,OK,LoginThreadGroup 1-1,text,true,,5456,305,1,5,http://localhost/login_password_page.php,88,0,0
1653502247387,110,SendLogin,200,OK,CreateUserThreadGroup 4-1,text,true,,5460,307,1,5,http://localhost/login_password_page.php,110,0,0
1653502247472,218,PostCreateProject,200,OK,CreateProjectThreadGroup 5-1,text,true,,10308,523,1,5,http://localhost/manage_proj_create.php,218,0,0
1653502246797,943,CloseIssue,200,OK,CloseIssueThreadGroup 3-1,text,true,,20023,1321,1,5,http://localhost/view.php?id=49,582,0,0
1653502246797,582,CloseIssue-0,302,Found,CloseIssueThreadGroup 3-1,text,true,,642,793,1,5,http://localhost/bug_update.php,582,0,0
1653502247379,361,CloseIssue-1,200,OK,CloseIssueThreadGroup 3-1,text,true,,19381,528,1,5,http://localhost/view.php?id=49,360,0,0
1653502247691,147,GetHost,200,OK,CreateProjectThreadGroup 5-1,text,true,,5707,288,1,5,http://localhost/login_page.php,63,0,0
1653502247691,63,GetHost-0,302,Found,CreateProjectThreadGroup 5-1,text,true,,710,114,1,5,http://localhost/,63,0,0
1653502247754,84,GetHost-1,200,OK,CreateProjectThreadGroup 5-1,text,true,,4997,174,1,5,http://localhost/login_page.php,84,0,0
1653502247497,341,PostLogin,200,OK,CreateUserThreadGroup 4-1,text,true,,14405,930,1,5,http://localhost/account_page.php,192,0,0
1653502247497,192,PostLogin-0,302,Found,CreateUserThreadGroup 4-1,text,true,,845,325,1,5,http://localhost/login.php,192,0,0
1653502247689,68,PostLogin-1,302,Found,CreateUserThreadGroup 4-1,text,true,,644,317,1,5,http://localhost/login_cookie_test.php?return=account_page.php,68,0,0
1653502247758,80,PostLogin-2,200,OK,CreateUserThreadGroup 4-1,text,true,,12916,288,1,5,http://localhost/account_page.php,80,0,0
1653502247740,162,GetHost,200,OK,CloseIssueThreadGroup 3-1,text,true,,5707,288,1,5,http://localhost/login_page.php,71,0,0
1653502247740,71,GetHost-0,302,Found,CloseIssueThreadGroup 3-1,text,true,,710,114,1,5,http://localhost/,71,0,0
1653502247811,91,GetHost-1,200,OK,CloseIssueThreadGroup 3-1,text,true,,4997,174,1,5,http://localhost/login_page.php,91,0,0
1653502247838,92,SendLogin,200,OK,CreateProjectThreadGroup 5-1,text,true,,5460,307,1,5,http://localhost/login_password_page.php,91,0,0
1653502247839,97,GetManagePage,200,OK,CreateUserThreadGroup 4-1,text,true,,11956,299,1,5,http://localhost/manage_overview_page.php%20,96,0,0
1653502247902,82,SendLogin,200,OK,CloseIssueThreadGroup 3-1,text,true,,5454,304,1,5,http://localhost/login_password_page.php,82,0,0
1653502247340,852,BugReportPost,200,OK,CreateIssueThreadGroup 2-1,text,true,,10391,766,1,5,http://localhost/bug_report.php,851,0,0
1653502247936,392,GetManageUsersPage,200,OK,CreateUserThreadGroup 4-1,text,true,,31975,292,1,5,http://localhost/manage_user_page.php,391,0,0
1653502248192,140,GetHost,200,OK,CreateIssueThreadGroup 2-1,text,true,,5707,288,1,5,http://localhost/login_page.php,66,0,0
1653502248192,66,GetHost-0,302,Found,CreateIssueThreadGroup 2-1,text,true,,710,114,1,5,http://localhost/,66,0,0
1653502248258,74,GetHost-1,200,OK,CreateIssueThreadGroup 2-1,text,true,,4997,174,1,5,http://localhost/login_page.php,73,0,0
1653502247930,458,PostLogin,200,OK,CreateProjectThreadGroup 5-1,text,true,,14405,930,1,5,http://localhost/account_page.php,216,0,0
1653502247930,216,PostLogin-0,302,Found,CreateProjectThreadGroup 5-1,text,true,,845,325,1,5,http://localhost/login.php,216,0,0
1653502248147,62,PostLogin-1,302,Found,CreateProjectThreadGroup 5-1,text,true,,644,317,1,5,http://localhost/login_cookie_test.php?return=account_page.php,62,0,0
1653502248210,178,PostLogin-2,200,OK,CreateProjectThreadGroup 5-1,text,true,,12916,288,1,5,http://localhost/account_page.php,178,0,0
1653502248328,75,GetManageCreateUserPage,200,OK,CreateUserThreadGroup 4-1,text,true,,12972,299,1,5,http://localhost/manage_user_create_page.php,74,0,0
1653502248332,79,SendLogin,200,OK,CreateIssueThreadGroup 2-1,text,true,,5456,305,1,5,http://localhost/login_password_page.php,79,0,0
1653502247482,964,PostLogin,200,OK,LoginThreadGroup 1-1,text,true,,54482,1204,1,5,http://localhost/my_view_page.php,387,0,0
1653502247482,387,PostLogin-0,302,Found,LoginThreadGroup 1-1,text,true,,838,325,1,5,http://localhost/login.php,387,0,0
1653502247869,91,PostLogin-1,302,Found,LoginThreadGroup 1-1,text,true,,637,310,1,5,http://localhost/login_cookie_test.php?return=index.php,91,0,0
1653502247960,81,PostLogin-2,302,Found,LoginThreadGroup 1-1,text,true,,644,281,1,5,http://localhost/index.php,81,0,0
1653502248041,405,PostLogin-3,200,OK,LoginThreadGroup 1-1,text,true,,52363,288,1,5,http://localhost/my_view_page.php,405,0,0
1653502248388,89,GetManagePage,200,OK,CreateProjectThreadGroup 5-1,text,true,,11956,299,1,5,http://localhost/manage_overview_page.php%20,89,0,0
1653502248403,102,PostCreateUser,200,OK,CreateUserThreadGroup 4-1,text,true,,10731,529,1,5,http://localhost/manage_user_create.php,101,0,0
1653502248477,96,GetManageProjectPage,200,OK,CreateProjectThreadGroup 5-1,text,true,,16223,292,1,5,http://localhost/manage_proj_page.php,94,0,0
1653502248447,193,GetHost,200,OK,LoginThreadGroup 1-1,text,true,,5707,288,1,5,http://localhost/login_page.php,97,0,0
1653502248447,97,GetHost-0,302,Found,LoginThreadGroup 1-1,text,true,,710,114,1,5,http://localhost/,97,0,0
1653502248545,95,GetHost-1,200,OK,LoginThreadGroup 1-1,text,true,,4997,174,1,5,http://localhost/login_page.php,95,0,0
1653502248574,93,PostManageProjectCreatePage,200,OK,CreateProjectThreadGroup 5-1,text,true,,12897,454,1,5,http://localhost/manage_proj_create_page.php,93,0,0
1653502247984,695,PostLogin,200,OK,CloseIssueThreadGroup 3-1,text,true,,51385,1203,1,5,http://localhost/my_view_page.php,335,0,0
1653502247984,335,PostLogin-0,302,Found,CloseIssueThreadGroup 3-1,text,true,,838,324,1,5,http://localhost/login.php,335,0,0
1653502248319,72,PostLogin-1,302,Found,CloseIssueThreadGroup 3-1,text,true,,637,310,1,5,http://localhost/login_cookie_test.php?return=index.php,72,0,0
1653502248391,89,PostLogin-2,302,Found,CloseIssueThreadGroup 3-1,text,true,,644,281,1,5,http://localhost/index.php,89,0,0
1653502248480,199,PostLogin-3,200,OK,CloseIssueThreadGroup 3-1,text,true,,49266,288,1,5,http://localhost/my_view_page.php,198,0,0
1653502248640,81,SendLogin,200,OK,LoginThreadGroup 1-1,text,true,,5456,305,1,5,http://localhost/login_password_page.php,81,0,0
1653502248505,245,PostConfirmEmptyPassword,200,OK,CreateUserThreadGroup 4-1,text,true,,10438,542,1,5,http://localhost/manage_user_create.php,244,0,0
1653502248679,113,GetBugsPage,200,OK,CloseIssueThreadGroup 3-1,text,true,,72085,293,1,5,http://localhost/view_all_bug_page.php,113,0,0
1653502248668,162,PostCreateProject,200,OK,CreateProjectThreadGroup 5-1,text,true,,10390,523,1,5,http://localhost/manage_proj_create.php,162,0,0
1653502248751,208,GetHost,200,OK,CreateUserThreadGroup 4-1,text,true,,5707,288,1,5,http://localhost/login_page.php,89,0,0
1653502248751,89,GetHost-0,302,Found,CreateUserThreadGroup 4-1,text,true,,710,114,1,5,http://localhost/,89,0,0
1653502248840,119,GetHost-1,200,OK,CreateUserThreadGroup 4-1,text,true,,4997,174,1,5,http://localhost/login_page.php,119,0,0
1653502248831,200,GetHost,200,OK,CreateProjectThreadGroup 5-1,text,true,,5707,288,1,5,http://localhost/login_page.php,124,0,0
1653502248831,124,GetHost-0,302,Found,CreateProjectThreadGroup 5-1,text,true,,710,114,1,5,http://localhost/,124,0,0
1653502248955,76,GetHost-1,200,OK,CreateProjectThreadGroup 5-1,text,true,,4997,174,1,5,http://localhost/login_page.php,76,0,0
1653502248959,80,SendLogin,200,OK,CreateUserThreadGroup 4-1,text,true,,5460,307,1,5,http://localhost/login_password_page.php,80,0,0
1653502249031,78,SendLogin,200,OK,CreateProjectThreadGroup 5-1,text,true,,5460,307,1,5,http://localhost/login_password_page.php,78,0,0
1653502248411,728,PostLogin,200,OK,CreateIssueThreadGroup 2-1,text,true,,50390,1204,1,5,http://localhost/my_view_page.php,162,0,0
1653502248411,162,PostLogin-0,302,Found,CreateIssueThreadGroup 2-1,text,true,,838,325,1,5,http://localhost/login.php,162,0,0
1653502248573,91,PostLogin-1,302,Found,CreateIssueThreadGroup 2-1,text,true,,637,310,1,5,http://localhost/login_cookie_test.php?return=index.php,91,0,0
1653502248664,80,PostLogin-2,302,Found,CreateIssueThreadGroup 2-1,text,true,,644,281,1,5,http://localhost/index.php,80,0,0
1653502248744,395,PostLogin-3,200,OK,CreateIssueThreadGroup 2-1,text,true,,48271,288,1,5,http://localhost/my_view_page.php,394,0,0
1653502249139,99,BugReportPageGet,200,OK,CreateIssueThreadGroup 2-1,text,true,,19946,291,1,5,http://localhost/bug_report_page.php,98,0,0
1653502249238,91,BugReportPost,200,OK,CreateIssueThreadGroup 2-1,text,true,,10607,766,1,5,http://localhost/bug_report.php,90,0,0
1653502248797,551,GetBug,200,OK,CloseIssueThreadGroup 3-1,text,true,,28679,528,1,5,http://localhost/view.php?id=54,515,0,0
1653502249350,128,ChangeBugStatus,200,OK,CloseIssueThreadGroup 3-1,text,true,,19691,738,1,5,http://localhost/bug_change_status_page.php,128,0,0
1653502248721,768,PostLogin,200,OK,LoginThreadGroup 1-1,text,true,,54564,1204,1,5,http://localhost/my_view_page.php,371,0,0
1653502248721,371,PostLogin-0,302,Found,LoginThreadGroup 1-1,text,true,,838,325,1,5,http://localhost/login.php,371,0,0
1653502249092,100,PostLogin-1,302,Found,LoginThreadGroup 1-1,text,true,,637,310,1,5,http://localhost/login_cookie_test.php?return=index.php,100,0,0
1653502249192,67,PostLogin-2,302,Found,LoginThreadGroup 1-1,text,true,,644,281,1,5,http://localhost/index.php,67,0,0
1653502249259,230,PostLogin-3,200,OK,LoginThreadGroup 1-1,text,true,,52445,288,1,5,http://localhost/my_view_page.php,229,0,0
1653502249329,201,GetHost,200,OK,CreateIssueThreadGroup 2-1,text,true,,5707,288,1,5,http://localhost/login_page.php,94,0,0
1653502249329,94,GetHost-0,302,Found,CreateIssueThreadGroup 2-1,text,true,,710,114,1,5,http://localhost/,94,0,0
1653502249423,107,GetHost-1,200,OK,CreateIssueThreadGroup 2-1,text,true,,4997,174,1,5,http://localhost/login_page.php,107,0,0
1653502249039,516,PostLogin,200,OK,CreateUserThreadGroup 4-1,text,true,,14487,930,1,5,http://localhost/account_page.php,309,0,0
1653502249039,309,PostLogin-0,302,Found,CreateUserThreadGroup 4-1,text,true,,845,325,1,5,http://localhost/login.php,309,0,0
1653502249348,105,PostLogin-1,302,Found,CreateUserThreadGroup 4-1,text,true,,644,317,1,5,http://localhost/login_cookie_test.php?return=account_page.php,105,0,0
1653502249453,102,PostLogin-2,200,OK,CreateUserThreadGroup 4-1,text,true,,12998,288,1,5,http://localhost/account_page.php,102,0,0
1653502249531,86,SendLogin,200,OK,CreateIssueThreadGroup 2-1,text,true,,5456,305,1,5,http://localhost/login_password_page.php,86,0,0
1653502249556,80,GetManagePage,200,OK,CreateUserThreadGroup 4-1,text,true,,12038,299,1,5,http://localhost/manage_overview_page.php%20,79,0,0
1653502249109,538,PostLogin,200,OK,CreateProjectThreadGroup 5-1,text,true,,14487,930,1,5,http://localhost/account_page.php,205,0,0
1653502249109,205,PostLogin-0,302,Found,CreateProjectThreadGroup 5-1,text,true,,845,325,1,5,http://localhost/login.php,205,0,0
1653502249314,96,PostLogin-1,302,Found,CreateProjectThreadGroup 5-1,text,true,,644,317,1,5,http://localhost/login_cookie_test.php?return=account_page.php,96,0,0
1653502249410,237,PostLogin-2,200,OK,CreateProjectThreadGroup 5-1,text,true,,12998,288,1,5,http://localhost/account_page.php,236,0,0
1653502249490,502,GetHost,200,OK,LoginThreadGroup 1-1,text,true,,5707,288,1,5,http://localhost/login_page.php,93,0,0
1653502249490,93,GetHost-0,302,Found,LoginThreadGroup 1-1,text,true,,710,114,1,5,http://localhost/,93,0,0
1653502249583,409,GetHost-1,200,OK,LoginThreadGroup 1-1,text,true,,4997,174,1,5,http://localhost/login_page.php,409,0,0
1653502249992,83,SendLogin,200,OK,LoginThreadGroup 1-1,text,true,,5456,305,1,5,http://localhost/login_password_page.php,83,0,0
1653502249636,679,GetManageUsersPage,200,OK,CreateUserThreadGroup 4-1,text,true,,32385,292,1,5,http://localhost/manage_user_page.php,679,0,0
1653502249647,742,GetManagePage,200,OK,CreateProjectThreadGroup 5-1,text,true,,12038,299,1,5,http://localhost/manage_overview_page.php%20,741,0,0
1653502250315,79,GetManageCreateUserPage,200,OK,CreateUserThreadGroup 4-1,text,true,,13054,299,1,5,http://localhost/manage_user_create_page.php,78,0,0
1653502250394,117,PostCreateUser,200,OK,CreateUserThreadGroup 4-1,text,true,,10814,530,1,5,http://localhost/manage_user_create.php,117,0,0
1653502250389,152,GetManageProjectPage,200,OK,CreateProjectThreadGroup 5-1,text,true,,16539,292,1,5,http://localhost/manage_proj_page.php,111,0,0
1653502249478,1103,CloseIssue,200,OK,CloseIssueThreadGroup 3-1,text,false,"The operation lasted too long: It took 1 103 milliseconds, but should not have lasted longer than 1 000 milliseconds.",20402,1321,1,5,http://localhost/view.php?id=54,829,0,0
1653502249478,829,CloseIssue-0,302,Found,CloseIssueThreadGroup 3-1,text,true,,642,793,1,5,http://localhost/bug_update.php,829,0,0
1653502250307,274,CloseIssue-1,200,OK,CloseIssueThreadGroup 3-1,text,true,,19760,528,1,5,http://localhost/view.php?id=54,269,0,0
1653502250541,149,PostManageProjectCreatePage,200,OK,CreateProjectThreadGroup 5-1,text,true,,12979,454,1,5,http://localhost/manage_proj_create_page.php,148,0,0
1653502249617,1100,PostLogin,200,OK,CreateIssueThreadGroup 2-1,text,true,,50319,1204,1,5,http://localhost/my_view_page.php,689,0,0
1653502249617,689,PostLogin-0,302,Found,CreateIssueThreadGroup 2-1,text,true,,838,325,1,5,http://localhost/login.php,689,0,0
1653502250306,78,PostLogin-1,302,Found,CreateIssueThreadGroup 2-1,text,true,,637,310,1,5,http://localhost/login_cookie_test.php?return=index.php,78,0,0
1653502250384,79,PostLogin-2,302,Found,CreateIssueThreadGroup 2-1,text,true,,644,281,1,5,http://localhost/index.php,79,0,0
1653502250463,254,PostLogin-3,200,OK,CreateIssueThreadGroup 2-1,text,true,,48200,288,1,5,http://localhost/my_view_page.php,253,0,0
1653502250583,157,GetHost,200,OK,CloseIssueThreadGroup 3-1,text,true,,5707,288,1,5,http://localhost/login_page.php,81,0,0
1653502250583,81,GetHost-0,302,Found,CloseIssueThreadGroup 3-1,text,true,,710,114,1,5,http://localhost/,81,0,0
1653502250664,76,GetHost-1,200,OK,CloseIssueThreadGroup 3-1,text,true,,4997,174,1,5,http://localhost/login_page.php,76,0,0
1653502250511,255,PostConfirmEmptyPassword,200,OK,CreateUserThreadGroup 4-1,text,true,,10515,543,1,5,http://localhost/manage_user_create.php,254,0,0
1653502250690,123,PostCreateProject,200,OK,CreateProjectThreadGroup 5-1,text,true,,10472,523,1,5,http://localhost/manage_proj_create.php,122,0,0
1653502250740,85,SendLogin,200,OK,CloseIssueThreadGroup 3-1,text,true,,5458,306,1,5,http://localhost/login_password_page.php,85,0,0
1653502250717,109,BugReportPageGet,200,OK,CreateIssueThreadGroup 2-1,text,true,,20060,291,1,5,http://localhost/bug_report_page.php,108,0,0
1653502250075,772,PostLogin,200,OK,LoginThreadGroup 1-1,text,true,,54493,1204,1,5,http://localhost/my_view_page.php,349,0,0
1653502250075,349,PostLogin-0,302,Found,LoginThreadGroup 1-1,text,true,,838,325,1,5,http://localhost/login.php,349,0,0
1653502250425,105,PostLogin-1,302,Found,LoginThreadGroup 1-1,text,true,,637,310,1,5,http://localhost/login_cookie_test.php?return=index.php,105,0,0
1653502250530,84,PostLogin-2,302,Found,LoginThreadGroup 1-1,text,true,,644,281,1,5,http://localhost/index.php,84,0,0
1653502250614,233,PostLogin-3,200,OK,LoginThreadGroup 1-1,text,true,,52374,288,1,5,http://localhost/my_view_page.php,232,0,0
1653502250826,113,BugReportPost,200,OK,CreateIssueThreadGroup 2-1,text,true,,10689,766,1,5,http://localhost/bug_report.php,112,0,0
1653502250767,208,GetHost,200,OK,CreateUserThreadGroup 4-1,text,true,,5707,288,1,5,http://localhost/login_page.php,109,0,0
1653502250767,109,GetHost-0,302,Found,CreateUserThreadGroup 4-1,text,true,,710,114,1,5,http://localhost/,109,0,0
1653502250876,99,GetHost-1,200,OK,CreateUserThreadGroup 4-1,text,true,,4997,174,1,5,http://localhost/login_page.php,99,0,0
1653502250813,196,GetHost,200,OK,CreateProjectThreadGroup 5-1,text,true,,5707,288,1,5,http://localhost/login_page.php,97,0,0
1653502250813,97,GetHost-0,302,Found,CreateProjectThreadGroup 5-1,text,true,,710,114,1,5,http://localhost/,97,0,0
1653502250911,98,GetHost-1,200,OK,CreateProjectThreadGroup 5-1,text,true,,4997,174,1,5,http://localhost/login_page.php,98,0,0
1653502250847,200,GetHost,200,OK,LoginThreadGroup 1-1,text,true,,5707,288,1,5,http://localhost/login_page.php,101,0,0
1653502250847,101,GetHost-0,302,Found,LoginThreadGroup 1-1,text,true,,710,114,1,5,http://localhost/,101,0,0
1653502250948,99,GetHost-1,200,OK,LoginThreadGroup 1-1,text,true,,4997,174,1,5,http://localhost/login_page.php,99,0,0
1653502250975,98,SendLogin,200,OK,CreateUserThreadGroup 4-1,text,true,,5460,307,1,5,http://localhost/login_password_page.php,98,0,0
1653502251009,102,SendLogin,200,OK,CreateProjectThreadGroup 5-1,text,true,,5460,307,1,5,http://localhost/login_password_page.php,101,0,0
1653502250940,191,GetHost,200,OK,CreateIssueThreadGroup 2-1,text,true,,5707,288,1,5,http://localhost/login_page.php,91,0,0
1653502250940,91,GetHost-0,302,Found,CreateIssueThreadGroup 2-1,text,true,,710,114,1,5,http://localhost/,91,0,0
1653502251031,100,GetHost-1,200,OK,CreateIssueThreadGroup 2-1,text,true,,4997,174,1,5,http://localhost/login_page.php,100,0,0
1653502251047,106,SendLogin,200,OK,LoginThreadGroup 1-1,text,true,,5456,305,1,5,http://localhost/login_password_page.php,106,0,0
1653502251132,266,SendLogin,200,OK,CreateIssueThreadGroup 2-1,text,true,,5458,306,1,5,http://localhost/login_password_page.php,265,0,0
1653502250826,861,PostLogin,200,OK,CloseIssueThreadGroup 3-1,text,true,,54754,1205,1,5,http://localhost/my_view_page.php,181,0,0
1653502250826,181,PostLogin-0,302,Found,CloseIssueThreadGroup 3-1,text,true,,838,326,1,5,http://localhost/login.php,181,0,0
1653502251007,97,PostLogin-1,302,Found,CloseIssueThreadGroup 3-1,text,true,,637,310,1,5,http://localhost/login_cookie_test.php?return=index.php,97,0,0
1653502251104,298,PostLogin-2,302,Found,CloseIssueThreadGroup 3-1,text,true,,644,281,1,5,http://localhost/index.php,298,0,0
1653502251402,285,PostLogin-3,200,OK,CloseIssueThreadGroup 3-1,text,true,,52635,288,1,5,http://localhost/my_view_page.php,284,0,0
1653502251111,678,PostLogin,200,OK,CreateProjectThreadGroup 5-1,text,true,,14569,930,1,5,http://localhost/account_page.php,431,0,0
1653502251111,431,PostLogin-0,302,Found,CreateProjectThreadGroup 5-1,text,true,,845,325,1,5,http://localhost/login.php,431,0,0
1653502251542,110,PostLogin-1,302,Found,CreateProjectThreadGroup 5-1,text,true,,644,317,1,5,http://localhost/login_cookie_test.php?return=account_page.php,110,0,0
1653502251652,137,PostLogin-2,200,OK,CreateProjectThreadGroup 5-1,text,true,,13080,288,1,5,http://localhost/account_page.php,137,0,0
1653502251073,740,PostLogin,200,OK,CreateUserThreadGroup 4-1,text,true,,14569,930,1,5,http://localhost/account_page.php,520,0,0
1653502251073,520,PostLogin-0,302,Found,CreateUserThreadGroup 4-1,text,true,,845,325,1,5,http://localhost/login.php,520,0,0
1653502251593,102,PostLogin-1,302,Found,CreateUserThreadGroup 4-1,text,true,,644,317,1,5,http://localhost/login_cookie_test.php?return=account_page.php,102,0,0
1653502251695,118,PostLogin-2,200,OK,CreateUserThreadGroup 4-1,text,true,,13080,288,1,5,http://localhost/account_page.php,117,0,0
1653502251687,128,GetBugsPage,200,OK,CloseIssueThreadGroup 3-1,text,true,,71149,293,1,5,http://localhost/view_all_bug_page.php,127,0,0
1653502251790,110,GetManagePage,200,OK,CreateProjectThreadGroup 5-1,text,true,,12120,299,1,5,http://localhost/manage_overview_page.php%20,110,0,0
1653502251813,101,GetManagePage,200,OK,CreateUserThreadGroup 4-1,text,true,,12120,299,1,5,http://localhost/manage_overview_page.php%20,100,0,0
1653502251398,575,PostLogin,200,OK,CreateIssueThreadGroup 2-1,text,true,,54754,1205,1,5,http://localhost/my_view_page.php,231,0,0
1653502251398,231,PostLogin-0,302,Found,CreateIssueThreadGroup 2-1,text,true,,838,326,1,5,http://localhost/login.php,231,0,0
1653502251629,91,PostLogin-1,302,Found,CreateIssueThreadGroup 2-1,text,true,,637,310,1,5,http://localhost/login_cookie_test.php?return=index.php,91,0,0
1653502251720,98,PostLogin-2,302,Found,CreateIssueThreadGroup 2-1,text,true,,644,281,1,5,http://localhost/index.php,98,0,0
1653502251818,155,PostLogin-3,200,OK,CreateIssueThreadGroup 2-1,text,true,,52635,288,1,5,http://localhost/my_view_page.php,155,0,0
1653502251153,831,PostLogin,200,OK,LoginThreadGroup 1-1,text,true,,54575,1204,1,5,http://localhost/my_view_page.php,382,0,0
1653502251153,382,PostLogin-0,302,Found,LoginThreadGroup 1-1,text,true,,838,325,1,5,http://localhost/login.php,382,0,0
1653502251535,117,PostLogin-1,302,Found,LoginThreadGroup 1-1,text,true,,637,310,1,5,http://localhost/login_cookie_test.php?return=index.php,117,0,0
1653502251652,99,PostLogin-2,302,Found,LoginThreadGroup 1-1,text,true,,644,281,1,5,http://localhost/index.php,99,0,0
1653502251751,233,PostLogin-3,200,OK,LoginThreadGroup 1-1,text,true,,52456,288,1,5,http://localhost/my_view_page.php,232,0,0
1653502251901,118,GetManageProjectPage,200,OK,CreateProjectThreadGroup 5-1,text,true,,16855,292,1,5,http://localhost/manage_proj_page.php,97,0,0
1653502251914,223,GetManageUsersPage,200,OK,CreateUserThreadGroup 4-1,text,true,,32796,292,1,5,http://localhost/manage_user_page.php,222,0,0
1653502251985,165,GetHost,200,OK,LoginThreadGroup 1-1,text,true,,5707,288,1,5,http://localhost/login_page.php,86,0,0
1653502251985,86,GetHost-0,302,Found,LoginThreadGroup 1-1,text,true,,710,114,1,5,http://localhost/,86,0,0
1653502252071,79,GetHost-1,200,OK,LoginThreadGroup 1-1,text,true,,4997,174,1,5,http://localhost/login_page.php,79,0,0
1653502251819,341,GetBug,200,OK,CloseIssueThreadGroup 3-1,text,true,,28774,523,1,5,http://localhost/view.php?id=58,340,0,0
1653502251974,201,BugReportPageGet,200,OK,CreateIssueThreadGroup 2-1,text,true,,20004,291,1,5,http://localhost/bug_report_page.php,200,0,0
1653502252019,177,PostManageProjectCreatePage,200,OK,CreateProjectThreadGroup 5-1,text,true,,13061,454,1,5,http://localhost/manage_proj_create_page.php,176,0,0
1653502252137,111,GetManageCreateUserPage,200,OK,CreateUserThreadGroup 4-1,text,true,,13136,299,1,5,http://localhost/manage_user_create_page.php,110,0,0
1653502252151,102,SendLogin,200,OK,LoginThreadGroup 1-1,text,true,,5454,304,1,5,http://localhost/login_password_page.php,102,0,0
1653502252162,169,ChangeBugStatus,200,OK,CloseIssueThreadGroup 3-1,text,true,,19787,733,1,5,http://localhost/bug_change_status_page.php,168,0,0
1653502252249,102,PostCreateUser,200,OK,CreateUserThreadGroup 4-1,text,true,,10888,522,1,5,http://localhost/manage_user_create.php,102,0,0
1653502252196,254,PostCreateProject,200,OK,CreateProjectThreadGroup 5-1,text,true,,10554,523,1,5,http://localhost/manage_proj_create.php,254,0,0
1653502252451,159,GetHost,200,OK,CreateProjectThreadGroup 5-1,text,true,,5707,288,1,5,http://localhost/login_page.php,69,0,0
1653502252451,69,GetHost-0,302,Found,CreateProjectThreadGroup 5-1,text,true,,710,114,1,5,http://localhost/,69,0,0
1653502252520,90,GetHost-1,200,OK,CreateProjectThreadGroup 5-1,text,true,,4997,174,1,5,http://localhost/login_page.php,90,0,0
1653502252611,80,SendLogin,200,OK,CreateProjectThreadGroup 5-1,text,true,,5460,307,1,5,http://localhost/login_password_page.php,80,0,0
1653502252352,514,PostConfirmEmptyPassword,200,OK,CreateUserThreadGroup 4-1,text,true,,10681,535,1,5,http://localhost/manage_user_create.php,513,0,0
1653502252866,174,GetHost,200,OK,CreateUserThreadGroup 4-1,text,true,,5707,288,1,5,http://localhost/login_page.php,80,0,0
1653502252866,80,GetHost-0,302,Found,CreateUserThreadGroup 4-1,text,true,,710,114,1,5,http://localhost/,80,0,0
1653502252946,94,GetHost-1,200,OK,CreateUserThreadGroup 4-1,text,true,,4997,174,1,5,http://localhost/login_page.php,94,0,0
1653502252253,834,PostLogin,200,OK,LoginThreadGroup 1-1,text,true,,51052,1203,1,5,http://localhost/my_view_page.php,342,0,0
1653502252253,342,PostLogin-0,302,Found,LoginThreadGroup 1-1,text,true,,838,324,1,5,http://localhost/login.php,342,0,0
1653502252595,98,PostLogin-1,302,Found,LoginThreadGroup 1-1,text,true,,637,310,1,5,http://localhost/login_cookie_test.php?return=index.php,98,0,0
1653502252693,89,PostLogin-2,302,Found,LoginThreadGroup 1-1,text,true,,644,281,1,5,http://localhost/index.php,89,0,0
1653502252782,305,PostLogin-3,200,OK,LoginThreadGroup 1-1,text,true,,48933,288,1,5,http://localhost/my_view_page.php,304,0,0
